date,organization,organization_id,org_type,category,requested_quantity,unit,urgency,is_event_day,day_of_week,month,is_weekend,is_simulated
2025-01-12,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,178.16,kg,CRITICAL,False,Sunday,1,True,True
2025-01-12,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,58.23,kg,HIGH,False,Sunday,1,True,True
2025-01-13,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,9.63,kg,CRITICAL,False,Monday,1,False,True
2025-01-13,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,69.02,kg,HIGH,False,Monday,1,False,True
2025-01-13,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,9.82,kg,HIGH,False,Monday,1,False,True
2025-01-13,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,6.04,kg,MEDIUM,False,Monday,1,False,True
2025-01-13,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,79.5,kg,HIGH,False,Monday,1,False,True
2025-01-14,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,23.37,kg,HIGH,False,Tuesday,1,False,True
2025-01-14,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,161.43,kg,MEDIUM,False,Tuesday,1,False,True
2025-01-14,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,14.16,kg,HIGH,False,Tuesday,1,False,True
2025-01-15,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,21.67,kg,MEDIUM,False,Wednesday,1,False,True
2025-01-15,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,137.55,kg,HIGH,False,Wednesday,1,False,True
2025-01-15,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,25.04,kg,MEDIUM,False,Wednesday,1,False,True
2025-01-15,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,43.02,kg,LOW,False,Wednesday,1,False,True
2025-01-15,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,69.2,kg,HIGH,False,Wednesday,1,False,True
2025-01-16,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,17.46,kg,MEDIUM,False,Thursday,1,False,True
2025-01-16,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,19.2,kg,HIGH,False,Thursday,1,False,True
2025-01-16,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,34.38,kg,HIGH,False,Thursday,1,False,True
2025-01-16,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,6.69,kg,HIGH,False,Thursday,1,False,True
2025-01-17,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,67.5,kg,HIGH,False,Friday,1,False,True
2025-01-17,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,9.82,kg,HIGH,False,Friday,1,False,True
2025-01-17,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,48.99,kg,CRITICAL,False,Friday,1,False,True
2025-01-17,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,73.35,kg,HIGH,False,Friday,1,False,True
2025-01-17,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,63.7,kg,MEDIUM,False,Friday,1,False,True
2025-01-18,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,45.9,kg,HIGH,False,Saturday,1,True,True
2025-01-18,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,147.69,kg,MEDIUM,False,Saturday,1,True,True
2025-01-18,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,16.54,kg,MEDIUM,False,Saturday,1,True,True
2025-01-18,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,35.68,kg,HIGH,False,Saturday,1,True,True
2025-01-19,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,15.35,kg,MEDIUM,False,Sunday,1,True,True
2025-01-19,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,34.5,kg,LOW,False,Sunday,1,True,True
2025-01-19,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,106.06,kg,MEDIUM,False,Sunday,1,True,True
2025-01-20,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,39.3,kg,LOW,False,Monday,1,False,True
2025-01-20,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,6.18,kg,HIGH,False,Monday,1,False,True
2025-01-21,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,37.47,kg,HIGH,False,Tuesday,1,False,True
2025-01-21,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,179.32,kg,MEDIUM,False,Tuesday,1,False,True
2025-01-21,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,14.69,kg,HIGH,False,Tuesday,1,False,True
2025-01-21,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,41.33,kg,MEDIUM,False,Tuesday,1,False,True
2025-01-21,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,30.37,kg,LOW,False,Tuesday,1,False,True
2025-01-22,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,46.69,kg,CRITICAL,False,Wednesday,1,False,True
2025-01-22,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,90.65,kg,MEDIUM,False,Wednesday,1,False,True
2025-01-22,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,65.58,kg,LOW,False,Wednesday,1,False,True
2025-01-23,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,15.36,kg,LOW,False,Thursday,1,False,True
2025-01-23,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,117.03,kg,HIGH,False,Thursday,1,False,True
2025-01-23,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,46.96,kg,MEDIUM,False,Thursday,1,False,True
2025-01-23,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,23.22,kg,MEDIUM,False,Thursday,1,False,True
2025-01-23,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,60.25,kg,LOW,False,Thursday,1,False,True
2025-01-24,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,60.38,kg,CRITICAL,False,Friday,1,False,True
2025-01-24,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,18.85,kg,MEDIUM,False,Friday,1,False,True
2025-01-24,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,8.39,kg,MEDIUM,False,Friday,1,False,True
2025-01-24,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,36.38,kg,MEDIUM,False,Friday,1,False,True
2025-01-25,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,93.06,kg,HIGH,False,Saturday,1,True,True
2025-01-25,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,14.58,kg,LOW,False,Saturday,1,True,True
2025-01-25,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,82.46,kg,CRITICAL,False,Saturday,1,True,True
2025-01-26,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,68.05,kg,HIGH,False,Sunday,1,True,True
2025-01-26,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,171.78,kg,MEDIUM,False,Sunday,1,True,True
2025-01-26,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,13.6,kg,MEDIUM,False,Sunday,1,True,True
2025-01-27,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,41.36,kg,MEDIUM,False,Monday,1,False,True
2025-01-27,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,168.1,kg,CRITICAL,False,Monday,1,False,True
2025-01-27,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,51.21,kg,MEDIUM,False,Monday,1,False,True
2025-01-27,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,37.77,kg,MEDIUM,False,Monday,1,False,True
2025-01-27,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,60.37,kg,HIGH,False,Monday,1,False,True
2025-01-28,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,64.44,kg,HIGH,False,Tuesday,1,False,True
2025-01-28,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,19.54,kg,HIGH,False,Tuesday,1,False,True
2025-01-28,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,15.56,kg,CRITICAL,False,Tuesday,1,False,True
2025-01-28,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,23.85,kg,HIGH,False,Tuesday,1,False,True
2025-01-29,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,142.03,kg,CRITICAL,False,Wednesday,1,False,True
2025-01-29,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,240.9,kg,LOW,False,Wednesday,1,False,True
2025-01-29,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,101.0,kg,MEDIUM,False,Wednesday,1,False,True
2025-01-29,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,65.02,kg,MEDIUM,False,Wednesday,1,False,True
2025-01-30,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,128.38,kg,HIGH,False,Thursday,1,False,True
2025-01-30,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,20.75,kg,CRITICAL,False,Thursday,1,False,True
2025-01-30,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,136.26,kg,HIGH,False,Thursday,1,False,True
2025-01-31,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,17.2,kg,MEDIUM,False,Friday,1,False,True
2025-01-31,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,83.16,kg,MEDIUM,False,Friday,1,False,True
2025-01-31,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,80.58,kg,HIGH,False,Friday,1,False,True
2025-01-31,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,35.95,kg,MEDIUM,False,Friday,1,False,True
2025-01-31,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,147.37,kg,MEDIUM,False,Friday,1,False,True
2025-02-01,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,69.43,kg,HIGH,False,Saturday,2,True,True
2025-02-01,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,189.22,kg,HIGH,False,Saturday,2,True,True
2025-02-01,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,15.05,kg,HIGH,False,Saturday,2,True,True
2025-02-01,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,22.7,kg,LOW,False,Saturday,2,True,True
2025-02-02,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,32.46,kg,HIGH,False,Sunday,2,True,True
2025-02-02,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,177.35,kg,HIGH,False,Sunday,2,True,True
2025-02-02,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,17.07,kg,MEDIUM,False,Sunday,2,True,True
2025-02-02,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,40.05,kg,HIGH,False,Sunday,2,True,True
2025-02-03,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,87.64,kg,HIGH,False,Monday,2,False,True
2025-02-03,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,26.93,kg,CRITICAL,False,Monday,2,False,True
2025-02-03,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,39.14,kg,HIGH,False,Monday,2,False,True
2025-02-03,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,27.04,kg,HIGH,False,Monday,2,False,True
2025-02-04,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,91.83,kg,HIGH,False,Tuesday,2,False,True
2025-02-04,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,7.05,kg,MEDIUM,False,Tuesday,2,False,True
2025-02-04,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,35.87,kg,HIGH,False,Tuesday,2,False,True
2025-02-05,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,99.6,kg,HIGH,False,Wednesday,2,False,True
2025-02-05,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,56.74,kg,CRITICAL,False,Wednesday,2,False,True
2025-02-05,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,18.92,kg,HIGH,False,Wednesday,2,False,True
2025-02-05,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,29.73,kg,MEDIUM,False,Wednesday,2,False,True
2025-02-05,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,58.13,kg,MEDIUM,False,Wednesday,2,False,True
2025-02-06,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,25.87,kg,HIGH,False,Thursday,2,False,True
2025-02-06,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,22.74,kg,HIGH,False,Thursday,2,False,True
2025-02-06,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,15.6,kg,MEDIUM,False,Thursday,2,False,True
2025-02-06,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,59.31,kg,CRITICAL,False,Thursday,2,False,True
2025-02-07,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,35.52,kg,CRITICAL,False,Friday,2,False,True
2025-02-07,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,22.79,kg,HIGH,False,Friday,2,False,True
2025-02-07,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,17.69,kg,HIGH,False,Friday,2,False,True
2025-02-07,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,15.66,kg,MEDIUM,False,Friday,2,False,True
2025-02-07,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,134.94,kg,HIGH,False,Friday,2,False,True
2025-02-08,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,80.32,kg,MEDIUM,False,Saturday,2,True,True
2025-02-08,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,66.98,kg,HIGH,False,Saturday,2,True,True
2025-02-09,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,60.56,kg,MEDIUM,False,Sunday,2,True,True
2025-02-09,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,149.85,kg,CRITICAL,False,Sunday,2,True,True
2025-02-09,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,52.51,kg,HIGH,False,Sunday,2,True,True
2025-02-10,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,38.13,kg,MEDIUM,False,Monday,2,False,True
2025-02-10,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,25.83,kg,MEDIUM,False,Monday,2,False,True
2025-02-10,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,85.85,kg,CRITICAL,False,Monday,2,False,True
2025-02-11,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,20.43,kg,HIGH,False,Tuesday,2,False,True
2025-02-11,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,18.64,kg,CRITICAL,False,Tuesday,2,False,True
2025-02-11,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,43.14,kg,MEDIUM,False,Tuesday,2,False,True
2025-02-11,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,116.91,kg,HIGH,False,Tuesday,2,False,True
2025-02-12,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,62.89,kg,HIGH,False,Wednesday,2,False,True
2025-02-12,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,21.76,kg,CRITICAL,False,Wednesday,2,False,True
2025-02-12,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,89.36,kg,MEDIUM,False,Wednesday,2,False,True
2025-02-13,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,29.21,kg,CRITICAL,False,Thursday,2,False,True
2025-02-13,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Bakery Items,48.63,kg,HIGH,False,Thursday,2,False,True
2025-02-13,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,56.14,kg,MEDIUM,False,Thursday,2,False,True
2025-02-14,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,57.92,kg,MEDIUM,False,Friday,2,False,True
2025-02-14,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,195.35,kg,HIGH,False,Friday,2,False,True
2025-02-14,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,57.58,kg,HIGH,False,Friday,2,False,True
2025-02-14,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,27.62,kg,MEDIUM,False,Friday,2,False,True
2025-02-15,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,82.21,kg,HIGH,False,Saturday,2,True,True
2025-02-15,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,45.68,kg,MEDIUM,False,Saturday,2,True,True
2025-02-15,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,2.76,kg,HIGH,False,Saturday,2,True,True
2025-02-15,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Cooked Meals,17.23,kg,HIGH,False,Saturday,2,True,True
2025-02-16,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,118.66,kg,MEDIUM,False,Sunday,2,True,True
2025-02-16,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,159.87,kg,MEDIUM,False,Sunday,2,True,True
2025-02-16,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,53.76,kg,HIGH,False,Sunday,2,True,True
2025-02-16,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,84.34,kg,CRITICAL,False,Sunday,2,True,True
2025-02-17,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,50.66,kg,MEDIUM,False,Monday,2,False,True
2025-02-17,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,93.96,kg,LOW,False,Monday,2,False,True
2025-02-17,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,54.04,kg,CRITICAL,False,Monday,2,False,True
2025-02-18,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,99.08,kg,MEDIUM,False,Tuesday,2,False,True
2025-02-18,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,51.09,kg,HIGH,False,Tuesday,2,False,True
2025-02-18,City Bridge Women's NGO,hist-rec-003,NGO,Bakery Items,4.83,kg,MEDIUM,False,Tuesday,2,False,True
2025-02-18,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,111.35,kg,MEDIUM,False,Tuesday,2,False,True
2025-02-19,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,73.41,kg,MEDIUM,False,Wednesday,2,False,True
2025-02-19,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Food Surplus,122.28,kg,MEDIUM,False,Wednesday,2,False,True
2025-02-19,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,26.35,kg,MEDIUM,False,Wednesday,2,False,True
2025-02-19,Sunrise Youth Foundation,hist-rec-004,NGO,Cooked Meals,65.09,kg,HIGH,False,Wednesday,2,False,True
2025-02-19,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,86.86,kg,HIGH,False,Wednesday,2,False,True
2025-02-20,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,59.7,kg,HIGH,False,Thursday,2,False,True
2025-02-20,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,148.43,kg,MEDIUM,False,Thursday,2,False,True
2025-02-20,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,68.17,kg,HIGH,False,Thursday,2,False,True
2025-02-21,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,18.39,kg,HIGH,False,Friday,2,False,True
2025-02-21,Metro Food Bank NGO,hist-rec-002,FOOD_BANK,Fresh Produce,84.97,kg,HIGH,False,Friday,2,False,True
2025-02-21,City Bridge Women's NGO,hist-rec-003,NGO,Cooked Meals,56.19,kg,CRITICAL,False,Friday,2,False,True
2025-02-21,Sunrise Youth Foundation,hist-rec-004,NGO,Fresh Produce,83.11,kg,HIGH,False,Friday,2,False,True
2025-02-21,Riverside Community Shelter,hist-rec-005,COMMUNITY_SHELTER,Food Surplus,117.96,kg,HIGH,False,Friday,2,False,True
2025-02-22,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Cooked Meals,56.29,kg,MEDIUM,False,Saturday,2,True,True
2025-02-23,Hope Community Shelter,hist-rec-001,COMMUNITY_SHELTER,Food Surplus,55.92,kg,HIGH,False,Sunday,2,True,True
